Customer ID,Recency,Frequency,Monetary,Profit,Quantity,Cluster,Segment
LC-17140,14,9,2633.582,231.12520000000004,62,3,Regular
LD-16855,553,1,5.304,0.4641,3,1,At-Risk
LD-17005,415,4,1961.934,557.1714,25,1,At-Risk
LE-16810,22,6,1469.45,161.76489999999998,32,0,Low Value
LF-17185,23,7,3930.5089999999996,-3583.977,69,3,Regular
LH-16750,152,3,287.426,12.627699999999999,12,0,Low Value
LH-16900,22,9,2295.332,526.0727,64,3,Regular
LH-17020,240,4,318.239,-242.73989999999998,34,0,Low Value
LH-17155,386,9,1739.689,316.5202,44,3,Regular
LL-16840,250,6,2741.2039999999997,560.0078,50,0,Low Value
LM-17065,392,5,1346.774,-44.87799999999999,32,1,At-Risk
LO-17170,3,5,644.35,150.1712,34,0,Low Value
LP-17080,41,4,756.606,110.7813,39,0,Low Value
LP-17095,10,7,3653.399,338.44539999999995,52,3,Regular
LR-16915,27,6,5142.892,535.4764,64,3,Regular
LR-17035,133,5,1879.306,-382.8079,44,0,Low Value
LS-16945,179,6,2845.27,-318.77369999999996,51,0,Low Value
LS-16975,21,9,2988.674,262.63669999999996,63,3,Regular
LS-17200,97,6,1010.2560000000001,244.197,54,0,Low Value
LS-17230,778,3,368.88000000000005,39.1952,16,1,At-Risk
LS-17245,35,6,1008.1360000000001,348.3584,47,0,Low Value
LT-16765,27,3,329.876,59.036,8,0,Low Value
LT-17110,35,8,2936.252,320.973,63,3,Regular
LW-16825,89,5,2238.061,32.5767,50,0,Low Value
LW-16990,34,6,3230.308,662.8339000000001,38,0,Low Value
LW-17125,206,3,1259.04,192.6312,15,0,Low Value
LW-17215,22,7,5420.514,837.2411,59,3,Regular
MA-17560,65,11,4299.161,1240.2266,117,3,Regular
MA-17995,187,6,2453.284,280.7822,42,0,Low Value
MB-17305,49,10,1548.702,212.425,63,3,Regular
MB-18085,45,7,1428.231,117.8057,39,0,Low Value
MC-17275,77,8,2725.982,461.0014,54,3,Regular
MC-17425,400,5,4432.138,1802.3903,48,1,At-Risk
MC-17575,28,8,1303.893,210.7493,40,0,Low Value
MC-17590,52,6,2426.067,288.98409999999996,47,0,Low Value
MC-17605,113,8,2258.192,195.4486,60,3,Regular
MC-17635,190,4,795.154,-247.94350000000003,33,0,Low Value
MC-17845,2,7,3805.714,698.4174,45,3,Regular
MC-18100,42,10,2218.98,-64.1668,73,3,Regular
MC-18130,370,5,1581.9979999999998,121.7565,34,1,At-Risk
MD-17350,118,7,3766.382,-241.94999999999996,64,3,Regular
MD-17860,37,5,1204.91,-4.040300000000002,45,0,Low Value
ME-17320,43,10,10663.728000000001,1859.4695,82,2,High Value
ME-17725,29,8,1908.4532,77.81280000000001,46,3,Regular
ME-18010,93,4,1256.944,107.3604,15,0,Low Value
MF-17665,422,5,937.039,-341.52650000000006,36,1,At-Risk
MF-18250,8,5,1758.3,456.86080000000004,38,0,Low Value
MG-17650,30,7,3785.276,341.898,57,3,Regular
MG-17680,93,4,2350.188,25.888599999999972,25,0,Low Value
MG-17695,556,3,1342.282,-398.79319999999996,23,1,At-Risk
MG-17875,117,5,1242.8329999999999,-470.7684,23,0,Low Value
MG-17890,100,9,776.384,171.7372,35,0,Low Value
MG-18145,85,4,3061.543,-93.603,42,0,Low Value
MG-18205,265,1,16.739,-1.2453,8,1,At-Risk
MH-17290,120,6,2394.025,28.761200000000038,55,0,Low Value
MH-17440,377,4,400.016,61.428599999999996,25,1,At-Risk
MH-17455,86,8,2456.1820000000002,484.77330000000006,45,3,Regular
MH-17620,156,4,1252.8,122.3612,19,0,Low Value
MH-17785,99,7,2203.7780000000002,238.5614,42,0,Low Value
MH-18025,50,5,2984.948,476.9032,31,0,Low Value
MH-18115,6,9,5503.093,170.9746,79,3,Regular
MJ-17740,23,7,6320.746,1054.5529000000001,50,3,Regular
MK-17905,29,8,2302.368,-405.3559,73,3,Regular
MK-18160,241,4,1031.602,227.83380000000002,43,0,Low Value
ML-17395,70,9,2722.843,684.9162,72,3,Regular
ML-17410,55,6,2921.5,-76.17550000000003,51,0,Low Value
ML-17755,30,7,2071.9139999999998,409.51120000000003,53,3,Regular
ML-18040,80,3,742.082,138.71620000000001,18,0,Low Value
ML-18265,101,2,162.232,42.6648,7,0,Low Value
MM-17260,169,4,1314.023,178.402,17,0,Low Value
MM-17920,8,11,3794.0800000000004,82.12499999999997,68,3,Regular
MM-18055,62,8,2749.881,-520.3443,73,3,Regular
MM-18280,86,9,775.414,58.8916,32,0,Low Value
MN-17935,35,6,2477.946,290.8227,36,0,Low Value
MO-17500,73,4,922.487,59.357699999999994,15,0,Low Value
MO-17800,105,8,1687.0269999999998,169.34369999999998,49,3,Regular
MO-17950,181,2,154.288,-82.0074,14,0,Low Value
MP-17470,720,7,3206.132,600.2873,77,1,At-Risk
MP-17965,73,9,3983.6420000000003,638.1563,62,3,Regular
MP-18175,17,9,5087.92,226.4529,78,3,Regular
MR-17545,126,4,639.178,162.9363,29,0,Low Value
MS-17365,274,10,7443.6900000000005,844.9354999999998,105,2,High Value
MS-17530,435,4,475.65599999999995,84.0268,21,1,At-Risk
MS-17710,414,6,1613.402,247.4348,48,1,At-Risk
MS-17770,122,9,3144.678,280.85839999999996,73,3,Regular
MS-17830,453,4,370.348,19.431199999999997,14,1,At-Risk
MS-17980,27,6,855.116,55.226,49,0,Low Value
MT-17815,50,6,2890.139,509.0068,31,0,Low Value
MT-18070,204,4,1319.4498,-23.676300000000005,44,0,Low Value
MV-17485,28,9,1560.05,189.0258,52,3,Regular
MV-18190,20,7,1734.574,273.8582,37,0,Low Value
MW-18220,18,7,5341.900000000001,1238.422,51,3,Regular
MW-18235,45,2,5253.876,1665.516,13,0,Low Value
MY-17380,30,7,2254.285,319.1211,49,0,Low Value
MY-18295,72,11,4152.696,-371.7111,89,3,Regular
MZ-17335,31,4,593.606,85.01910000000001,11,0,Low Value
MZ-17515,283,6,2564.906,787.7503,39,0,Low Value
NB-18580,1166,2,273.87199999999996,24.788800000000002,7,1,At-Risk
NB-18655,20,9,1972.599,117.6429,64,3,Regular
NC-18340,225,5,2461.404,580.3075,54,0,Low Value
NC-18415,42,6,2218.9900000000002,-2204.8072,38,0,Low Value
NC-18535,7,7,8241.739,1314.758,64,2,High Value
NC-18625,205,5,1821.742,-359.02099999999996,29,0,Low Value
ND-18370,28,9,4326.139,353.64549999999997,63,3,Regular
ND-18460,184,6,2893.455,443.33680000000004,36,0,Low Value
NF-18385,80,7,8322.826,-1695.9714,52,3,Regular
NF-18475,526,4,377.16200000000003,85.92779999999999,13,1,At-Risk
NF-18595,115,7,2031.472,388.2131,55,3,Regular
NG-18355,49,5,1869.58,313.63349999999997,45,0,Low Value
NG-18430,49,5,1395.9379999999999,217.0893,41,0,Low Value
NH-18610,190,7,2673.29,760.1666,52,3,Regular
NK-18490,71,7,572.048,121.2177,51,0,Low Value
NL-18310,59,4,1418.0900000000001,343.6381,44,0,Low Value
NM-18445,161,7,6459.344,2751.6848999999997,44,2,High Value
NM-18520,245,10,2161.979,788.9525000000001,60,3,Regular
NP-18325,26,6,5529.62,1208.8890000000001,77,3,Regular
NP-18670,59,5,3908.402,514.6002,46,0,Low Value
NP-18685,407,6,1228.698,514.5017,23,1,At-Risk
NP-18700,139,7,7903.1825,631.2282,63,3,Regular
NR-18550,211,5,2367.277,-25.148799999999966,37,0,Low Value
NS-18505,7,4,2575.863,-12.303999999999997,52,0,Low Value
NS-18640,175,13,2964.823,-234.7714,113,3,Regular
NW-18400,173,7,7234.014,1023.123,78,2,High Value
NZ-18565,86,9,2488.31,402.4236,77,3,Regular
ON-18715,411,9,1567.52,-5.88900000000001,58,3,Regular
OT-18730,66,5,3818.624,-925.1203,51,0,Low Value
PA-19060,104,6,729.408,225.8588,27,0,Low Value
PB-18805,26,3,740.356,229.2257,54,0,Low Value
PB-19105,58,4,688.324,218.15970000000002,18,0,Low Value
PB-19150,98,8,1456.95,280.6606,54,3,Regular
PB-19210,689,2,132.738,21.897000000000002,10,1,At-Risk
PC-18745,3,4,1832.064,272.685,22,0,Low Value
PC-19000,883,2,1061.488,-184.3364,18,1,At-Risk
PF-19120,836,4,9062.864,-614.2943000000001,75,1,At-Risk
PF-19165,197,6,2770.0,196.87389999999996,34,0,Low Value
PF-19225,115,5,2206.1279999999997,591.3118000000001,32,0,Low Value
PG-18820,37,13,3086.907,137.46130000000002,83,3,Regular
PG-18895,58,9,1987.164,334.5163,61,3,Regular
PH-18790,71,1,729.648,47.8878,6,0,Low Value
PJ-18835,40,8,1220.09,442.1355,46,3,Regular
PJ-19015,135,7,1824.2340000000002,682.9979000000001,25,0,Low Value
PK-18910,484,2,1441.152,-798.705,14,1,At-Risk
PK-19075,10,12,8646.934,2038.2676000000001,107,2,High Value
PL-18925,16,5,239.481,-0.7527000000000026,29,0,Low Value
PM-18940,387,3,1405.402,157.8768,16,1,At-Risk
PM-19135,52,4,4115.662,526.7537,36,0,Low Value
PN-18775,31,8,1467.152,192.0396,47,3,Regular
PO-18850,5,11,7473.8282,38.47569999999996,91,3,Regular
PO-18865,1,7,2493.214,437.8533,54,3,Regular
PO-19180,161,9,4893.043,1155.4331,65,3,Regular
PO-19195,87,5,1056.858,-49.70089999999999,32,0,Low Value
PP-18955,98,10,7252.608,1495.0854,138,2,High Value
PR-18880,37,5,1840.178,247.6226,43,0,Low Value
PS-18760,108,6,2181.479,-134.441,75,3,Regular
PS-18970,70,8,1278.639,198.5099,52,3,Regular
PS-19045,237,7,6843.634,1742.7296999999999,47,2,High Value
PT-19090,72,4,160.572,-20.0508,19,0,Low Value
PV-18985,90,5,2876.046,434.52840000000003,52,0,Low Value
PW-19030,47,10,3454.916,803.8169,48,3,Regular
PW-19240,465,7,3922.4150000000004,1290.354,39,1,At-Risk
QJ-19255,26,9,6108.338,1203.6768,61,3,Regular
RA-19285,6,9,2617.906,546.0882,58,3,Regular
RA-19885,44,7,3832.314,1292.8656,53,3,Regular
RA-19915,13,9,4793.543,304.8673,75,3,Regular
RA-19945,62,5,1686.9225,-445.695,27,0,Low Value
RB-19330,69,2,1008.1959999999999,-164.40619999999998,16,0,Low Value
RB-19360,97,6,15117.339,6976.0959,71,2,High Value
RB-19435,20,8,2663.0860000000002,477.23990000000003,66,3,Regular
RB-19465,10,12,4715.466,640.5466,85,3,Regular
RB-19570,26,5,528.546,76.8879,35,0,Low Value
RB-19645,649,5,221.084,72.679,29,1,At-Risk
RB-19705,55,4,2067.45,243.07549999999998,22,0,Low Value
RB-19795,33,8,5633.316000000001,-461.73319999999995,92,3,Regular
RC-19825,370,6,966.409,63.991400000000006,29,1,At-Risk
RC-19960,111,6,885.752,10.563300000000002,44,0,Low Value
RD-19480,73,8,4272.93,480.594,60,3,Regular
RD-19585,181,10,2912.8940000000002,734.5158,73,3,Regular
RD-19660,115,5,2786.632,835.772,23,0,Low Value
RD-19720,22,10,1419.737,207.3304,78,3,Regular
RD-19810,15,8,1137.616,318.4625,63,3,Regular
RD-19900,115,9,3133.924,455.5292,85,3,Regular
RD-19930,43,4,970.9420000000001,35.05740000000001,33,0,Low Value
RE-19405,1098,1,48.36,6.045,5,1,At-Risk
RE-19450,303,5,876.696,209.2294,47,0,Low Value
RF-19345,391,8,3309.15,633.7072000000001,67,3,Regular
RF-19735,90,7,2341.2960000000003,711.6168,53,3,Regular
RF-19840,7,8,945.222,280.0261,45,0,Low Value
RH-19495,33,5,3621.3759999999997,563.7877,38,0,Low Value
RH-19510,468,6,6979.18,1289.4535,43,1,At-Risk
RH-19555,520,2,740.382,0.30570000000000164,11,1,At-Risk
RH-19600,535,3,2085.7400000000002,172.6261,43,1,At-Risk
RK-19300,120,3,1460.192,269.688,29,0,Low Value
RL-19615,122,8,6234.91,488.14840000000004,101,3,Regular
RM-19375,346,6,1453.474,392.1499,29,1,At-Risk
RM-19675,7,5,5979.0960000000005,1902.5438000000001,39,2,High Value
RM-19750,300,1,98.35,28.6879,4,1,At-Risk
RO-19780,36,7,3815.478,-1262.5716000000002,48,0,Low Value
RP-19270,497,4,954.6452,59.538399999999996,47,1,At-Risk
RP-19390,34,12,5153.084,465.25030000000015,88,3,Regular
RP-19855,29,8,2170.716,594.5868,61,3,Regular
RR-19315,20,2,615.932,-73.835,7,0,Low Value
RR-19525,171,6,3302.2619999999997,721.6826,36,0,Low Value
RS-19420,77,5,3221.29,633.4513999999999,29,0,Low Value
RS-19765,37,8,4159.7699999999995,1206.3851,54,3,Regular
RS-19870,20,2,22.328,9.5838,10,0,Low Value
RW-19540,121,7,7397.401,1586.6273,89,2,High Value
RW-19630,90,9,3279.746,698.8325,53,3,Regular
RW-19690,80,5,3495.646,707.5503,61,0,Low Value
SA-20830,64,10,4767.3415,610.1496000000001,75,3,Regular
SB-20170,202,3,1348.02,157.6658,24,0,Low Value
SB-20185,189,6,6410.996,885.4623999999999,45,3,Regular
SB-20290,48,7,8057.891,-2082.7451,84,3,Regular
SC-20020,782,5,3362.9636,-317.0508,62,1,At-Risk
SC-20050,41,9,4624.572,1011.7443,61,3,Regular
SC-20095,350,9,14142.333999999999,5757.411899999999,87,2,High Value
SC-20230,150,4,4371.9580000000005,440.14099999999996,49,0,Low Value
SC-20260,188,8,3729.7929999999997,671.0033999999999,63,3,Regular
SC-20305,30,7,3979.065,229.1617,64,3,Regular
SC-20380,31,9,5992.536,236.66149999999996,80,3,Regular
SC-20440,37,7,1874.998,379.5611,44,0,Low Value
SC-20575,93,5,902.7280000000001,100.2253,30,0,Low Value
SC-20680,127,6,1254.64,370.1578,26,0,Low Value
SC-20695,90,10,2576.408,611.8291,66,3,Regular
SC-20725,188,11,5226.21,1276.6513,133,3,Regular
SC-20770,42,7,4492.657,-671.1874,75,3,Regular
SC-20800,31,4,279.25600000000003,51.8252,11,0,Low Value
SC-20845,132,2,280.632,31.1757,13,0,Low Value
SD-20485,201,9,6121.114,1985.1671999999999,82,2,High Value
SE-20110,10,11,12209.438000000002,2650.6769,78,2,High Value
SF-20065,60,7,763.5459999999999,228.1623,35,0,Low Value
SF-20200,60,9,3422.7859999999996,286.9046,74,3,Regular
SF-20965,49,9,3336.535,539.9352,66,3,Regular
SG-20080,9,3,3406.5809999999997,570.438,30,0,Low Value
SG-20470,184,8,1884.798,-119.0105,62,3,Regular
SG-20605,109,6,3124.832,463.269,49,0,Low Value
SG-20890,227,3,47.946,-3.7073,17,0,Low Value
SH-19975,30,13,3406.8395,558.4739999999999,113,3,Regular
SH-20395,24,10,2180.718,-144.5229,45,3,Regular
SH-20635,766,2,2096.392,260.6258,16,1,At-Risk
SJ-20125,96,12,3949.656,144.1189,104,3,Regular
SJ-20215,30,6,1341.036,-23.5137,35,0,Low Value
SJ-20500,254,5,1318.776,68.09629999999999,30,0,Low Value
SK-19990,9,3,883.409,168.7933,19,0,Low Value
SL-20155,71,7,3053.012,527.9715,30,0,Low Value
SM-20005,422,4,244.49399999999997,-26.5927,26,1,At-Risk
SM-20320,80,5,25043.05,-1980.7393,50,2,High Value
SM-20905,607,1,1043.041,-237.2885,20,1,At-Risk
SM-20950,26,12,5563.392,581.5741999999999,94,3,Regular
SN-20560,112,6,1860.418,-716.8565000000001,67,0,Low Value
SN-20710,80,7,3127.9592,481.74989999999997,89,3,Regular
SO-20335,30,6,2602.5755,-81.0858,52,0,Low Value
SP-20545,328,6,1306.086,-118.77570000000001,43,0,Low Value
SP-20620,48,9,5440.319,-270.42819999999995,77,3,Regular
SP-20650,387,9,1872.4360000000001,268.4782,71,3,Regular
SP-20860,80,10,4282.94,566.7226,80,3,Regular
SP-20920,71,6,3990.689,14.692400000000003,57,3,Regular
SR-20425,9,5,3233.481,-3333.9144,34,0,Low Value
SR-20740,197,8,4345.8859999999995,1990.4243999999999,50,3,Regular
SS-20140,16,8,1324.028,332.3487,86,3,Regular
SS-20410,111,6,3056.8070000000002,-1010.9738,46,0,Low Value
SS-20515,492,3,613.4,199.93449999999999,36,1,At-Risk
SS-20590,433,6,418.49,135.5401,17,1,At-Risk
SS-20875,121,5,964.636,-75.586,39,0,Low Value
ST-20530,126,7,433.34000000000003,84.4419,33,0,Low Value
SU-20665,21,7,2595.364,763.4719,61,3,Regular
SV-20365,102,10,11470.949999999999,1199.4242,109,2,High Value
SV-20785,321,9,4105.305,485.0272,91,3,Regular
SV-20815,77,4,1271.0900000000001,199.6502,24,0,Low Value
SV-20935,3,8,1903.491,106.8912,66,3,Regular
SW-20245,82,7,1085.078,-19.60620000000001,33,0,Low Value
SW-20275,31,6,1966.65,332.8725,28,0,Low Value
SW-20350,163,3,1019.044,95.8383,25,0,Low Value
SW-20455,163,7,2921.544,793.6548,18,0,Low Value
SW-20755,535,2,758.6959999999999,68.2416,27,1,At-Risk
SZ-20035,36,11,3625.329,366.43030000000005,69,3,Regular
TA-21385,70,4,14595.62,4703.7883,36,2,High Value
TB-21055,120,5,1467.881,390.2113,66,0,Low Value
TB-21175,59,4,3589.296,829.1635,36,0,Low Value
TB-21190,50,4,816.1740000000001,179.0038,23,0,Low Value
TB-21250,350,7,1602.376,260.6155,74,3,Regular
TB-21280,584,6,2198.45,490.9567,35,1,At-Risk
TB-21355,147,5,834.328,268.967,44,0,Low Value
TB-21400,203,7,9133.99,2798.3689,55,2,High Value
TB-21520,108,9,4737.486,-1603.0451,85,3,Regular
TB-21595,286,5,1387.559,-136.4091,29,0,Low Value
TB-21625,31,9,2797.668,379.882,60,3,Regular
TC-20980,400,5,19052.218,8981.323900000001,42,2,High Value
TC-21145,107,1,1038.26,265.5332,17,0,Low Value
TC-21295,28,8,4266.812,606.3727,63,3,Regular
TC-21475,154,9,1244.976,119.104,45,3,Regular
TC-21535,5,7,742.5580000000001,217.933,28,0,Low Value
TD-20995,38,9,1434.5480000000002,88.1897,67,3,Regular
TG-21310,338,5,3058.372,682.1704,30,1,At-Risk
TG-21640,115,4,2074.661,365.7205,50,0,Low Value
TH-21100,345,5,2422.824,-135.2125,29,1,At-Risk
TH-21115,59,4,2942.772,-252.5539,29,0,Low Value
TH-21235,118,8,1022.201,92.729,40,0,Low Value
TH-21550,73,7,4234.0960000000005,-571.9678,44,0,Low Value
TM-21010,104,8,2955.2259999999997,573.3013,67,3,Regular
TM-21490,131,3,1094.6779999999999,292.52099999999996,12,0,Low Value
TN-21040,91,7,3130.221,-692.0452,48,0,Low Value
TP-21130,9,9,4454.0560000000005,1129.1261,55,3,Regular
TP-21415,105,5,5329.0048,-1087.3898,39,0,Low Value
TP-21565,351,4,1936.6399999999999,139.22869999999995,48,1,At-Risk
TR-21325,194,5,675.9419999999999,220.36440000000002,22,0,Low Value
TS-21085,358,2,4.833,-3.3156,4,1,At-Risk
TS-21160,505,6,2163.6240000000003,260.87440000000004,60,1,At-Risk
TS-21205,199,7,5371.09,862.8877,67,3,Regular
TS-21340,227,5,974.7819999999999,-184.97889999999998,51,0,Low Value
TS-21370,37,6,11891.751,2371.7144000000003,59,2,High Value
TS-21430,173,5,2054.14,48.70169999999999,31,0,Low Value
TS-21505,12,6,2243.274,11.377899999999983,54,0,Low Value
TS-21610,56,7,2820.424,-294.6981,44,0,Low Value
TS-21655,239,5,3368.094,220.91629999999998,52,0,Low Value
TT-21070,32,7,4915.602,751.9567,66,3,Regular
TT-21220,184,8,1427.0439999999999,278.7371,55,3,Regular
TT-21265,407,3,439.5,93.9162,8,1,At-Risk
TT-21460,13,7,5364.808,1124.4999,48,3,Regular
TW-21025,65,7,5278.826,737.3905,57,3,Regular
TZ-21580,36,4,1707.286,224.8887,30,0,Low Value
VB-21745,55,6,2005.596,371.2398,37,0,Low Value
VD-21670,582,6,6442.254,1617.7874000000002,71,2,High Value
VF-21715,14,5,847.944,-96.27799999999999,35,0,Low Value
VG-21790,155,6,846.01,143.6268,32,0,Low Value
VG-21805,287,5,427.372,-52.333,16,0,Low Value
VM-21685,55,7,2454.866,513.5269,37,0,Low Value
VM-21835,118,5,380.69,116.6373,25,0,Low Value
VP-21730,31,3,993.9019999999999,205.3888,18,0,Low Value
VP-21760,76,7,3360.526,-1018.7768,65,3,Regular
VS-21820,222,4,1055.981,-262.8093,38,0,Low Value
VT-21700,1001,2,1736.596,-224.08889999999997,42,1,At-Risk
VW-21775,29,10,6134.0380000000005,-874.6645,77,3,Regular
WB-21850,21,11,6160.102,714.3311,146,3,Regular
XP-21865,44,11,2374.658,621.23,100,3,Regular
YC-21895,5,5,5454.35,1305.629,31,0,Low Value
YS-21880,10,8,6720.4439999999995,1778.2923,58,2,High Value
ZC-21910,55,13,8025.707,-1032.1490000000001,105,3,Regular
ZD-21925,203,5,1493.944,249.1307,32,0,Low Value
